FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA
27/2/2021;15:01:50;95;1,3;123,5;32,8;3200;265;;1;;
27/2/2021;15:01:51;95;1,2;114;32,8;3195;245;;1;;
27/2/2021;15:01:52;95;1,3;123,5;32,3;3190;274;;1;;
27/2/2021;15:01:53;95;1,1;104,5;32,7;3200;239;;1;;
27/2/2021;15:01:54;95;1,4;133;32,8;3225;246;;1;;
27/2/2021;15:01:55;95;1,2;114;32,3;2900;247;;1;;
27/2/2021;15:01:56;95;1,4;133;32,7;2950;250;;1;;
27/2/2021;15:01:57;95;1,3;123,5;32,8;3000;249;;1;;
27/2/2021;15:01:58;95;1,2;114;32,5;3125;247;;1;;
27/2/2021;15:01:59;95;1,3;123,5;33,1;3000;245;;1;;
27/2/2021;15:02:00;95;1,3;123,5;32,1;3100;255;;1;;
27/2/2021;15:02:01;95;1,4;133;33,1;2950;265;;1;;
27/2/2021;15:02:02;95;1,2;114;32,1;3200;245;;1;;
27/2/2021;15:02:03;95;1,3;123,5;33,1;3225;274;;1;;
27/2/2021;15:02:04;95;1,4;133;32,8;3195;250;;1;;
27/2/2021;15:02:05;95;1,3;123,5;32,8;3185;249;;1;;
27/2/2021;15:02:06;95;1,4;133;32,3;3200;247;;1;;
27/2/2021;15:02:07;95;1,2;114;32,7;3195;245;;1;;
27/2/2021;15:02:08;95;1,4;133;32,8;3190;255;;1;;
27/2/2021;15:02:09;95;1,3;123,5;32,3;3200;265;;1;;
27/2/2021;15:02:10;95;1,4;133;32,7;3225;245;;1;;
27/2/2021;15:02:11;95;1,3;123,5;32,8;3195;274;;1;;
27/2/2021;15:02:12;95;1,2;114;32,5;3185;239;;1;;
27/2/2021;15:02:13;95;1,4;133;33,1;3200;246;;1;;
27/2/2021;15:02:14;95;1,3;123,5;32,1;3200;247;;1;;
27/2/2021;15:02:15;95;1,4;133;33,1;3250;250;;1;;
27/2/2021;15:02:16;95;1,3;123,5;32,1;3200;249;;1;;
27/2/2021;15:02:17;95;1,4;133;33,1;3225;247;;1;;
27/2/2021;15:02:18;95;1,2;114;32,8;3195;245;;1;;
27/2/2021;15:02:19;95;1,4;133;32,5;3185;255;;1;;
27/2/2021;15:02:20;95;1,3;123,5;33,1;3200;265;;1;;
27/2/2021;15:02:21;95;1,2;114;32,1;3195;245;;1;;
27/2/2021;15:02:22;95;1,3;123,5;33,1;3190;274;;1;;
27/2/2021;15:02:23;95;1,3;123,5;32,1;3185;239;;1;;
27/2/2021;15:02:24;95;1,4;133;33,1;3195;246;;1;;
27/2/2021;15:02:25;95;1,2;114;32,7;3200;247;;1;;
27/2/2021;15:02:26;95;1,4;133;32,8;3225;250;;1;;
27/2/2021;15:02:27;95;1,2;114;33,5;3195;249;;1;;
27/2/2021;15:02:28;95;1,4;133;33,1;3185;247;;1;;
27/2/2021;15:02:29;95;1,3;123,5;32,3;3200;245;;1;;
27/2/2021;15:02:30;95;1,2;114;32,7;3195;250;;1;;
27/2/2021;15:02:31;95;1,3;123,5;32,8;3190;249;;1;;
27/2/2021;15:02:32;95;1,1;104,5;32,3;3200;247;;1;;
27/2/2021;15:02:33;95;1,4;133;32,7;3225;245;;1;;
27/2/2021;15:02:34;95;1,2;114;32,8;3195;255;;1;;
27/2/2021;15:02:35;95;1,4;133;32,3;3185;265;;1;;
27/2/2021;15:02:36;95;1,3;123,5;32,7;3200;245;;1;;
27/2/2021;15:02:37;95;1,2;114;32,8;3195;274;;1;;
27/2/2021;15:02:38;95;1,3;123,5;32,5;3190;239;;1;;
27/2/2021;15:02:39;95;1,3;123,5;33,1;3185;246;;1;;
27/2/2021;15:02:40;95;1,4;133;32,1;3190;247;;1;;
27/2/2021;15:02:41;95;1,2;114;32,7;3185;250;;1;;
27/2/2021;15:02:42;95;1,3;123,5;33,5;3195;249;;1;;
27/2/2021;15:02:43;95;1,4;133;33,1;3200;247;;1;;
27/2/2021;15:02:44;95;1,3;123,5;32,3;3225;245;;1;;
27/2/2021;15:02:45;95;1,4;133;32,7;3195;255;;1;;
27/2/2021;15:02:46;95;1,2;114;32,8;3185;265;;1;;
27/2/2021;15:02:47;95;1,4;133;32,3;3200;245;;1;;
27/2/2021;15:02:48;95;1,3;123,5;32,7;3195;274;;1;;
27/2/2021;15:02:49;95;1,2;114;32,8;3190;239;;1;;
27/2/2021;15:02:50;95;1,3;123,5;32,3;3200;246;;1;;
27/2/2021;15:02:51;95;1,3;123,5;32,7;3225;247;;1;;
27/2/2021;15:02:52;95;1,4;133;32,8;3190;250;;1;;
27/2/2021;15:02:53;95;1,2;114;32,5;3185;249;;1;;
27/2/2021;15:02:54;95;1,4;133;33,1;3195;247;;1;;
27/2/2021;15:02:55;95;1,2;114;32,1;3200;245;;1;;
27/2/2021;15:02:56;95;1,4;133;32,8;3225;255;;1;;
27/2/2021;15:02:57;95;1,3;123,5;32,3;3195;265;;1;;
27/2/2021;15:02:58;95;1,2;114;32,7;3185;245;;1;;
27/2/2021;15:02:59;95;1,3;123,5;32,8;3200;274;;1;;
27/2/2021;15:03:00;95;1,2;114;32,5;3195;239;;1;;
27/2/2021;15:03:01;95;1,4;133;33,1;3190;246;;1;;
27/2/2021;15:03:02;95;1,3;123,5;32,1;3200;247;;1;;
27/2/2021;15:03:03;95;1,2;114;32,9;3225;250;;1;;
27/2/2021;15:03:04;95;1,4;133;31,9;2900;249;;1;;
27/2/2021;15:03:05;95;1,3;123,5;32,5;2950;247;;1;;
27/2/2021;15:03:06;95;1,4;133;33,1;3000;245;;1;;
27/2/2021;15:03:07;95;1,3;123,5;32,1;3125;255;;1;;
27/2/2021;15:03:08;95;1,4;133;32,7;3000;265;;1;;
27/2/2021;15:03:09;95;1,2;114;33,5;3100;245;;1;;
27/2/2021;15:03:10;95;1,4;133;33,1;2950;274;;1;;
27/2/2021;15:03:11;95;1,3;123,5;32,3;3200;250;;1;;
27/2/2021;15:03:12;95;1,2;114;32,7;3190;249;;1;;
27/2/2021;15:03:13;95;1,3;123,5;32,8;3185;247;;1;;
27/2/2021;15:03:14;95;1,3;123,5;32,3;3195;245;;1;;
27/2/2021;15:03:15;95;1,4;133;32,7;3200;255;;1;;
27/2/2021;15:03:16;95;1,2;114;32,8;3225;265;;1;;
27/2/2021;15:03:17;95;1,4;133;32,3;3195;245;;1;;
27/2/2021;15:03:18;95;1,2;114;32,7;3185;274;;1;;
27/2/2021;15:03:19;95;1,4;133;32,8;3200;239;;1;;
27/2/2021;15:03:20;95;1,3;123,5;32,5;3195;246;;1;;
27/2/2021;15:03:21;95;1,2;114;33,1;3190;247;;1;;
27/2/2021;15:03:22;95;1,3;123,5;32,1;3200;250;;1;;
27/2/2021;15:03:23;95;1,1;104,5;32,5;3225;249;;1;;
27/2/2021;15:03:24;95;1,4;133;33,1;3190;247;;1;;
27/2/2021;15:03:25;95;1,2;114;32,1;3185;245;;1;;
27/2/2021;15:03:26;95;1,4;133;32,1;3195;255;;1;;
27/2/2021;15:03:27;95;1,3;123,5;32,7;3200;265;;1;;
27/2/2021;15:03:28;95;1,2;114;32,3;3225;245;;1;;
27/2/2021;15:03:29;95;1,3;123,5;31,7;3195;274;;1;;
27/2/2021;15:03:30;95;1,3;123,5;31,8;3185;239;;1;;
27/2/2021;15:03:31;95;1,4;133;31,9;3200;250;;1;;
27/2/2021;15:03:32;95;1,2;114;32,5;3195;249;;1;;
27/2/2021;15:03:33;95;1,3;123,5;32,7;3190;247;;1;;
27/2/2021;15:03:34;95;1,4;133;33,5;3200;245;;1;;
27/2/2021;15:03:35;95;1,2;114;33,1;3225;255;;1;;
27/2/2021;15:03:36;95;1,1;104,5;32,3;2900;265;;1;;
27/2/2021;15:03:37;95;1,4;133;32,7;2950;245;;1;;
27/2/2021;15:03:38;95;1,3;123,5;32,8;3000;274;;1;;
27/2/2021;15:03:39;95;1,2;114;32,3;3125;239;;1;;
27/2/2021;15:03:40;95;1,4;133;32,7;3000;246;;1;;
27/2/2021;15:03:41;95;1,3;123,5;32,8;3100;247;;1;;
27/2/2021;15:03:42;95;1,4;133;32,3;2950;250;;1;;
27/2/2021;15:03:43;95;1,3;123,5;32,7;3190;249;;1;;
27/2/2021;15:03:44;95;1,4;133;32,8;3185;247;;1;;
27/2/2021;15:03:45;95;1,2;114;32,5;3195;245;;1;;
27/2/2021;15:03:46;95;1,4;133;33,1;3200;255;;1;;
27/2/2021;15:03:47;95;1,3;123,5;32,1;3225;265;;1;;
27/2/2021;15:03:48;95;1,2;114;32,9;3195;245;;1;;
27/2/2021;15:03:49;95;1,3;123,5;31,9;3200;274;;1;;
27/2/2021;15:03:50;95;1,3;123,5;32,5;3195;239;;1;;
27/2/2021;15:03:51;95;1,4;133;33,1;3190;246;;1;;
27/2/2021;15:03:52;95;1,2;114;32,1;3185;247;;1;;
27/2/2021;15:03:53;95;1,4;133;33,1;3195;250;;1;;
27/2/2021;15:03:54;95;1,2;114;33,5;3200;249;;1;;
27/2/2021;15:03:55;95;1,4;133;33,1;3225;247;;1;;
27/2/2021;15:03:56;95;1,3;123,5;32,3;3195;245;;1;;
27/2/2021;15:03:57;95;1,2;114;32,7;3185;255;;1;;
27/2/2021;15:03:58;95;1,3;123,5;32,8;3200;265;;1;;
27/2/2021;15:03:59;95;1,1;104,5;32,3;3195;245;;1;;
27/2/2021;15:04:00;95;1,4;133;32,7;3190;274;;1;;
27/2/2021;15:04:01;95;1,2;114;32,8;3200;239;;1;;
27/2/2021;15:04:02;95;1,4;133;32,3;3225;246;;1;;
27/2/2021;15:04:03;95;1,3;123,5;32,7;3195;247;;1;;
27/2/2021;15:04:04;95;1,2;114;32,8;3185;250;;1;;
27/2/2021;15:04:05;95;1,3;123,5;32,5;3200;249;;1;;
27/2/2021;15:04:06;95;1,3;123,5;33,1;3200;247;;1;;
27/2/2021;15:04:07;95;1,4;133;32,1;3250;245;;1;;
27/2/2021;15:04:08;95;1,2;114;33,1;3200;255;;1;;
27/2/2021;15:04:09;95;1,3;123,5;32,1;3225;265;;1;;
27/2/2021;15:04:10;95;1,4;133;33,1;3195;245;;1;;
27/2/2021;15:04:11;95;1,3;123,5;33,5;3185;274;;1;;
27/2/2021;15:04:12;95;1,4;133;33,1;3190;250;;1;;
27/2/2021;15:04:13;95;1,2;114;32,3;3185;249;;1;;
27/2/2021;15:04:14;95;1,4;133;32,7;3195;247;;1;;
27/2/2021;15:04:15;95;1,3;123,5;32,8;3200;245;;1;;
27/2/2021;15:04:16;95;1,2;114;32,3;3225;255;;1;;
27/2/2021;15:04:17;95;1,3;123,5;32,7;3195;265;;1;;
27/2/2021;15:04:18;95;1,3;123,5;32,8;3185;245;;1;;
27/2/2021;15:04:19;95;1,4;133;32,8;3200;274;;1;;
27/2/2021;15:04:20;95;1,2;114;32,3;3195;239;;1;;
27/2/2021;15:04:21;95;1,4;133;32,7;3190;246;;1;;
27/2/2021;15:04:22;95;1,2;114;32,8;3200;247;;1;;
27/2/2021;15:04:23;95;1,4;133;32,3;3225;250;;1;;
27/2/2021;15:04:24;95;1,3;123,5;32,7;3190;249;;1;;
27/2/2021;15:04:25;95;1,2;114;32,8;3185;247;;1;;
27/2/2021;15:04:26;95;1,3;123,5;32,5;3195;245;;1;;
27/2/2021;15:04:27;95;1,2;114;33,1;3200;255;;1;;
27/2/2021;15:04:28;95;1,4;133;32,1;3225;265;;1;;
27/2/2021;15:04:29;95;1,3;123,5;33,1;3195;245;;1;;
27/2/2021;15:04:30;95;1,2;114;32,1;3185;274;;1;;
27/2/2021;15:04:31;95;1,4;133;33,1;3190;239;;1;;
27/2/2021;15:04:32;95;1,3;123,5;32,8;3185;246;;1;;
27/2/2021;15:04:33;95;1,4;133;32,8;3195;247;;1;;
27/2/2021;15:04:34;95;1,3;123,5;32,3;3200;250;;1;;
27/2/2021;15:04:35;95;1,4;133;32,7;3225;249;;1;;
27/2/2021;15:04:36;95;1,2;114;32,8;3195;247;;1;;
27/2/2021;15:04:37;95;1,4;133;32,3;3185;245;;1;;
27/2/2021;15:04:38;95;1,3;123,5;32,7;3200;255;;1;;
27/2/2021;15:04:39;95;1,2;114;32,8;3195;265;;1;;
27/2/2021;15:04:40;95;1,3;123,5;32,5;3190;245;;1;;
27/2/2021;15:04:41;95;1,3;123,5;33,1;3200;274;;1;;
27/2/2021;15:04:42;95;1,4;133;32,1;3225;239;;1;;
27/2/2021;15:04:43;95;1,2;114;33,1;3190;246;;1;;
27/2/2021;15:04:44;95;1,4;133;32,1;3185;247;;1;;
27/2/2021;15:04:45;95;1,2;114;33,1;3195;250;;1;;
27/2/2021;15:04:46;95;1,4;133;31,8;3200;249;;1;;
27/2/2021;15:04:47;95;1,3;123,5;31,9;3225;247;;1;;
27/2/2021;15:04:48;95;1,2;114;32,5;3195;245;;1;;
27/2/2021;15:04:49;95;1,3;123,5;32,7;3185;255;;1;;
27/2/2021;15:04:50;95;1,1;104,5;32,8;3200;265;;1;;
27/2/2021;15:04:51;95;1,4;133;33,5;3195;245;;1;;
27/2/2021;15:04:52;95;1,2;114;33,1;3190;274;;1;;
27/2/2021;15:04:53;95;1,4;133;32,3;3200;250;;1;;
27/2/2021;15:04:54;95;1,3;123,5;32,7;3225;249;;1;;
27/2/2021;15:04:55;95;1,2;114;32,8;2900;247;;1;;
27/2/2021;15:04:56;95;1,3;123,5;32,3;2950;245;;1;;
27/2/2021;15:04:57;95;1,3;123,5;32,7;3000;255;;1;;
27/2/2021;15:04:58;95;1,4;133;32,8;3125;265;;1;;
27/2/2021;15:04:59;95;1,2;114;32,3;3000;245;;1;;
27/2/2021;15:05:00;95;1,3;123,5;32,7;3100;274;;1;;
27/2/2021;15:05:01;95;1,4;133;32,8;2950;239;;1;;
27/2/2021;15:05:02;95;1,4;133;32,5;3200;246;;1;;
27/2/2021;15:05:03;95;1,1;104,5;33,1;3190;247;;1;;
27/2/2021;15:05:04;95;1,4;133;32,1;3185;250;;1;;
27/2/2021;15:05:05;95;1,2;114;32,7;3195;249;;1;;
27/2/2021;15:05:06;95;1,4;133;33,5;3200;247;;1;;
27/2/2021;15:05:07;95;1,3;123,5;33,1;3225;245;;1;;
27/2/2021;15:05:08;95;1,2;114;32,3;3195;255;;1;;
27/2/2021;15:05:09;95;1,1;104,5;32,7;3185;265;;1;;
27/2/2021;15:05:10;95;1,4;133;32,8;3200;245;;1;;
27/2/2021;15:05:11;95;1,3;123,5;32,3;3195;274;;1;;
27/2/2021;15:05:12;95;1,2;114;32,7;3190;239;;1;;
27/2/2021;15:05:13;95;1,4;133;32,8;3200;246;;1;;
27/2/2021;15:05:14;95;1,3;123,5;32,3;3225;247;;1;;
27/2/2021;15:05:15;95;1,4;133;32,7;3190;250;;1;;
27/2/2021;15:05:16;95;1,3;123,5;32,8;3185;249;;1;;
27/2/2021;15:05:17;95;1,4;133;32,5;3195;247;;1;;
27/2/2021;15:05:18;95;1,2;114;33,1;3200;245;;1;;
27/2/2021;15:05:19;95;1,4;133;32,1;3225;255;;1;;
27/2/2021;15:05:20;95;1,3;123,5;32,8;3195;265;;1;;
27/2/2021;15:05:21;95;1,2;114;32,3;3185;245;;1;;
27/2/2021;15:05:22;95;1,3;123,5;32,7;3200;274;;1;;
27/2/2021;15:05:23;95;1,3;123,5;32,8;3195;239;;1;;
27/2/2021;15:05:24;95;1,4;133;32,5;3190;246;;1;;
27/2/2021;15:05:25;95;1,2;114;33,1;3200;247;;1;;
27/2/2021;15:05:26;95;1,4;133;32,1;3225;250;;1;;
27/2/2021;15:05:27;95;1,2;114;32,9;2900;249;;1;;
27/2/2021;15:05:28;95;1,4;133;31,9;2950;247;;1;;
27/2/2021;15:05:29;95;1,3;123,5;32,5;3000;245;;1;;
27/2/2021;15:05:30;95;1,2;114;33,1;3125;255;;1;;
27/2/2021;15:05:31;95;1,3;123,5;32,1;3000;265;;1;;
27/2/2021;15:05:32;95;1,1;104,5;32,7;3100;245;;1;;
27/2/2021;15:05:33;95;1,4;133;33,5;2950;274;;1;;
27/2/2021;15:05:34;95;1,2;114;33,1;3190;250;;1;;
27/2/2021;15:05:35;95;1,4;133;32,3;3185;249;;1;;
27/2/2021;15:05:36;95;1,3;123,5;32,7;3195;247;;1;;
27/2/2021;15:05:37;95;1,2;114;32,8;3200;245;;1;;
27/2/2021;15:05:38;95;1,3;123,5;32,3;3225;255;;1;;
27/2/2021;15:05:39;95;1,3;123,5;32,7;3195;265;;1;;
27/2/2021;15:05:40;95;1,4;133;32,8;3200;245;;1;;
27/2/2021;15:05:41;95;1,2;114;32,3;3195;274;;1;;
27/2/2021;15:05:42;95;1,3;123,5;32,7;3190;239;;1;;
27/2/2021;15:05:43;95;1,4;133;32,8;3185;246;;1;;
27/2/2021;15:05:44;95;1,3;123,5;32,5;3195;247;;1;;
27/2/2021;15:05:45;95;1,4;133;33,1;3200;250;;1;;
27/2/2021;15:05:46;95;1,2;114;32,1;3225;249;;1;;
27/2/2021;15:05:47;95;1,4;133;32,5;3195;247;;1;;
27/2/2021;15:05:48;95;1,3;123,5;33,1;3185;245;;1;;
27/2/2021;15:05:49;95;1,2;114;32,1;3200;255;;1;;
27/2/2021;15:05:50;95;1,3;123,5;32,1;3195;265;;1;;
27/2/2021;15:05:51;95;1,3;123,5;32,7;3190;245;;1;;
27/2/2021;15:05:52;95;1,4;133;32,3;3200;274;;1;;
27/2/2021;15:05:53;95;1,2;114;31,7;3225;239;;1;;
27/2/2021;15:05:54;95;1,4;133;31,8;3195;246;;1;;
27/2/2021;15:05:55;95;1,2;114;31,9;3185;247;;1;;
27/2/2021;15:05:56;95;1,4;133;32,5;3200;250;;1;;
27/2/2021;15:05:57;95;1,3;123,5;32,7;3200;249;;1;;
27/2/2021;15:05:58;95;1,2;114;33,5;3250;247;;1;;
27/2/2021;15:05:59;95;1,3;123,5;33,1;3200;245;;1;;
27/2/2021;15:06:00;95;1,2;114;32,3;3225;255;;1;;
27/2/2021;15:06:01;95;1,4;133;32,7;3195;265;;1;;
27/2/2021;15:06:02;95;1,3;123,5;32,8;3190;245;;1;;
27/2/2021;15:06:03;95;1,2;114;32,3;3185;274;;1;;
27/2/2021;15:06:04;95;1,4;133;32,7;3195;239;;1;;
27/2/2021;15:06:05;95;1,3;123,5;32,8;3200;246;;1;;
27/2/2021;15:06:06;95;1,4;133;32,3;3225;247;;1;;
27/2/2021;15:06:07;95;1,3;123,5;32,7;3195;250;;1;;
27/2/2021;15:06:08;95;1,4;133;32,8;3185;249;;1;;
27/2/2021;15:06:09;95;1,2;114;32,5;3200;247;;1;;
27/2/2021;15:06:10;95;1,4;133;33,1;3195;245;;1;;
27/2/2021;15:06:11;95;1,3;123,5;32,1;3190;255;;1;;
27/2/2021;15:06:12;95;1,2;114;32,9;3200;265;;1;;
27/2/2021;15:06:13;95;1,3;123,5;31,9;3225;245;;1;;
27/2/2021;15:06:14;95;1,3;123,5;32,5;3190;274;;1;;
27/2/2021;15:06:15;95;1,4;133;33,1;3185;221;;1;;
27/2/2021;15:06:16;95;1,2;114;32,1;3195;225;;1;;
27/2/2021;15:06:17;95;1,4;133;33,1;3200;250;;1;;
27/2/2021;15:06:18;95;1,2;114;33,5;3225;249;;1;;
27/2/2021;15:06:19;95;1,4;133;33,1;3195;247;;1;;
27/2/2021;15:06:20;95;1,3;123,5;32,3;3185;245;;1;;
27/2/2021;15:06:21;95;1,2;114;32,7;3200;255;;1;;
27/2/2021;15:06:22;95;1,3;123,5;32,8;3195;265;;1;;
27/2/2021;15:06:23;95;1,1;104,5;32,3;3190;245;;1;;
